timestamp,system.io.util,system.swap.so,system.io.r_await,system.io.r_s,system.net.packets_out.error,system.fs.inodes.free,system.swap.total,system.swap.si,system.net.tcp.in_segs,system.load.1,system.swap.free,system.net.udp.out_datagrams,system.net.udp.snd_buf_errors,system.io.rkb_s,system.io.w_s,system.fs.inodes.total,system.mem.used,system.os.nofile.current,system.fs.inodes.in_use,system.load.5,system.process.zombie.num,system.cpu.user,system.io.svctm,system.tcp.retrans_pct,system.swap.used,system.disk.pct_usage,system.net.udp.in_errors,system.net.tcp.out_segs,system.io.avg_q_sz,system.net.udp.in_datagrams,system.io.w_await,system.os.nofile.max,system.udp.connect.num,system.disk.used,system.net.udp.rcv_buf_errors,system.mem.real.used,system.mem.pct_usage,system.swap.used_pct,system.fs.inodes.used,system.os.nofile.used_pct,system.load.15,system.mem.total,system.net.packets_in.count,system.disk.free,system.mem.real.pct_useage,system.disk.total,system.cpu.iowait,system.cpu.system,system.io.await,system.disk.readonly,system.net.packets_in.error,system.net.packets_out.count,system.mem.usable,system.cpu.pct_usage,system.net.tcp.retrans_segs
1648771800,0.0,0.0,0.0,0.0,0.0,4421300906.67,0.0,0.0,222.48,5.06,0.0,55.77,0.0,0.0,0.0,4422929408.0,6836.0,12736.0,1.17,7.88,744.0,6.23,0.0,0.01,0.0,21.13,0.0,309.95,0.0,468.92,0.0,6553600.0,10.0,4147559765.33,0.0,-1.0,21.28,0.0,1628722.5,0.194,5.89,32117.0,42.81,1544694442.67,17.77,5713389226.67,0.25,2.5,0.0,0.0,0.0,57.64,-1.0,8.98,0.0
1648755420,49.5,0.0,19.08,344.0,0.0,4436166656.0,0.0,0.0,232.53,7.34,0.0,45.4,0.0,123562.0,29.5,4437794816.0,7136.0,12704.0,1.17,13.97,726.0,5.76,0.67,0.01,0.0,21.43,0.0,328.05,13.1,407.3,2.39,6553600.0,15.0,4145696426.67,0.0,-1.0,22.22,0.0,1628182.83,0.194,13.51,32117.0,39.01,1546557781.33,18.49,5713389226.67,27.54,3.52,17.76,0.0,0.0,54.06,-1.0,36.81,0.03
1648812780,49.95,0.0,11.82,297.0,0.0,4294104405.33,0.0,0.0,313.98,4.12,0.0,152.95,0.0,123888.0,0.0,4295737002.67,7033.0,12736.0,1.17,4.94,822.0,4.74,0.84,0.01,0.0,21.08,0.0,504.42,6.88,1088.27,0.0,6553600.0,11.0,4178492757.33,0.0,-1.0,21.9,0.0,1632409.5,0.194,4.28,32117.0,101.25,1513761109.33,18.4,5713389226.67,14.66,5.68,11.82,0.0,0.0,118.57,-1.0,25.07,0.0
1648796400,0.0,0.0,0.0,0.0,0.0,7353937334.86,0.0,0.0,264.37,1.03,0.0,129.67,0.0,0.0,0.0,7356341101.71,7034.0,12864.0,1.01,0.98,788.0,4.57,0.0,0.01,0.0,29.33,0.0,433.93,0.0,949.68,0.0,6553600.0,11.0,7117704045.71,0.0,-1.0,21.9,0.0,2403638.29,0.196,1.12,32117.0,87.28,2216317074.29,18.39,9352136996.57,0.17,4.93,0.0,0.0,0.0,103.95,-1.0,9.67,0.0
1648780020,0.0,0.0,0.0,0.0,0.0,4349158741.33,0.0,0.0,249.72,0.62,0.0,104.89,0.0,0.0,0.0,4350788949.33,6834.0,12736.0,1.17,0.69,761.0,3.75,0.0,0.01,0.0,21.0,0.0,378.56,0.0,774.9,0.0,6553600.0,10.0,4164525056.0,0.0,-1.0,21.28,0.0,1630249.5,0.194,0.94,32117.0,71.24,1527728810.67,17.67,5713389226.67,0.51,3.06,0.0,0.0,0.0,87.07,-1.0,7.32,2.67
1648763640,-1.0,-1.0,-1.0,-1.0,-1.0,4428285269.33,-1.0,-1.0,-1.0,12.08,-1.0,-1.0,-1.0,-1.0,-1.0,4429913429.33,7053.0,12768.0,1.17,10.54,-1.0,-1.0,-1.0,0.01,-1.0,21.51,-1.0,-1.0,-1.0,-1.0,-1.0,6553600.0,-1.0,4148125696.0,-1.0,-1.0,21.96,-1.0,1628382.0,0.195,12.52,32117.0,-1.0,1544128341.33,18.4,5713389226.67,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1648747260,49.65,0.0,11.91,376.0,0.0,7581294592.0,0.0,0.0,224.43,7.99,0.0,48.9,0.0,124334.0,14.5,7583691922.29,7068.0,12864.0,1.01,8.04,741.0,8.94,0.63,0.01,0.0,28.36,0.0,368.98,8.78,618.98,0.73,6553600.0,10.0,7056198509.71,0.0,5919.0,22.01,0.0,2397114.0,0.196,7.02,32117.0,79.63,2277822464.0,18.43,9352136996.57,18.9,5.44,11.49,0.0,0.0,70.17,25049.0,33.28,0.02
1648821000,50.1,0.0,12.88,293.5,0.0,9479340032.0,0.0,0.0,229.42,3.84,0.0,60.97,0.0,123272.0,0.0,9482323968.0,6961.0,12928.0,0.89,4.03,835.0,3.77,0.86,0.01,0.0,35.82,0.0,433.32,7.41,859.67,0.0,6553600.0,10.0,9365478400.0,0.0,-1.0,21.67,0.0,2983736.5,0.197,4.15,32117.0,117.58,2699867392.0,18.2,12081198080.0,15.22,3.85,12.88,0.0,0.0,88.85,-1.0,22.85,0.0
1648804620,0.5,0.0,0.0,0.0,0.0,4284914005.33,0.0,0.0,261.39,0.36,0.0,131.21,0.0,0.0,13.5,4286546261.33,7003.0,12736.0,1.17,0.64,806.0,4.32,0.19,0.01,0.0,21.0,0.0,434.03,0.02,962.98,0.96,6553600.0,11.0,4180274858.67,0.0,-1.0,21.8,0.0,1632186.67,0.194,0.99,32117.0,90.75,1511979178.67,18.29,5713389226.67,2.26,3.18,0.96,0.0,0.0,107.71,-1.0,9.76,0.0
1648788240,0.0,0.0,0.0,0.0,0.0,4329837909.33,0.0,0.0,257.12,0.47,0.0,130.53,0.0,0.0,0.0,4331469482.67,6727.0,12800.0,1.17,0.64,762.0,3.68,0.0,0.01,0.0,20.97,0.0,415.9,0.0,946.78,0.0,6553600.0,10.0,4169086634.67,0.0,-1.0,20.95,0.0,1631680.33,0.195,0.87,32117.0,86.62,1523167402.67,17.46,5713389226.67,0.13,2.88,0.0,0.0,0.0,103.27,-1.0,6.69,0.0
1648771860,1.9,0.0,0.0,0.0,0.0,4421555882.67,0.0,0.0,251.61,2.23,0.0,43.56,0.0,0.0,71.5,4423184384.0,6828.0,12704.0,1.17,6.56,744.0,6.14,0.14,0.01,0.0,21.2,0.0,342.03,0.28,399.54,2.24,6553600.0,10.0,4147913045.33,0.0,5698.0,21.26,0.0,1628733.0,0.194,5.56,32117.0,38.87,1544340992.0,17.74,5713389226.67,1.59,2.81,2.24,0.0,0.0,53.77,25289.0,10.55,0.02
1648755480,49.8,0.0,19.74,346.0,0.0,4436113066.67,0.0,0.0,218.66,7.19,0.0,52.95,0.0,123372.0,33.0,4437741226.67,7131.0,12736.0,1.17,12.7,726.0,6.44,0.65,0.01,0.0,21.5,0.0,302.62,13.62,442.97,2.33,6553600.0,15.0,4146143914.67,0.0,-1.0,22.2,0.0,1628184.83,0.194,13.1,32117.0,41.2,1546110122.67,18.48,5713389226.67,24.69,3.68,18.22,0.0,0.0,55.81,-1.0,34.81,0.0
1648812840,49.95,0.0,12.16,298.0,0.0,4293987328.0,0.0,0.0,287.53,3.77,0.0,159.29,0.0,124296.0,105.0,4295619925.33,7038.0,12800.0,1.17,4.72,822.0,4.8,0.62,0.01,0.0,21.08,0.0,456.37,7.18,1099.34,0.65,6553600.0,10.0,4178527232.0,0.0,-1.0,21.91,0.0,1632371.5,0.195,4.25,32117.0,98.34,1513726464.0,18.41,5713389226.67,14.2,4.65,9.16,0.0,0.0,115.07,-1.0,23.65,0.02
1648796460,0.15,0.0,0.0,0.0,0.0,7352204141.71,0.0,0.0,371.39,1.24,0.0,132.15,0.0,0.0,9.5,7354607323.43,7027.0,12832.0,1.01,1.04,788.0,8.33,0.08,0.01,0.0,29.33,0.0,4791.64,0.01,1498.1,0.63,6553600.0,10.0,7118141147.43,0.0,5904.0,21.88,0.0,2403651.43,0.196,1.14,32117.0,126.97,2215880265.14,18.37,9352136996.57,2.06,3.69,0.63,0.0,0.0,137.08,25084.0,14.08,0.27
1648780080,0.2,0.0,0.0,0.0,0.0,4349088768.0,0.0,0.0,233.3,0.43,0.0,84.13,0.0,0.0,10.5,4350718976.0,6832.0,12736.0,1.17,0.63,761.0,4.16,0.09,0.01,0.0,21.0,0.0,352.88,0.0,652.18,0.52,6553600.0,10.0,4164544170.67,0.0,-1.0,21.27,0.0,1630270.17,0.194,0.9,32117.0,59.32,1527709866.67,17.67,5713389226.67,2.12,4.36,0.52,0.0,0.0,75.7,-1.0,10.64,3.0
1648763700,49.6,0.0,10.44,386.0,0.0,4428590421.33,0.0,0.0,210.39,47.32,0.0,50.7,0.0,124216.0,150.0,4430218581.33,7072.0,12896.0,1.17,20.95,739.0,7.27,0.47,0.01,0.0,20.98,0.0,293.14,8.1,426.28,1.0,6553600.0,11.0,4144911018.67,0.0,-1.0,22.02,0.0,1628378.83,0.197,15.97,32117.0,20.81,1547342677.33,18.47,5713389226.67,18.62,5.28,7.8,0.0,0.0,28.39,-1.0,31.17,0.0
1648747320,49.9,0.0,10.72,358.5,0.0,7582367158.86,0.0,0.0,225.42,5.76,0.0,54.32,0.0,124408.0,0.0,7584763904.0,7182.0,12992.0,1.01,7.38,741.0,9.23,0.69,0.01,0.0,28.36,0.0,385.54,7.51,651.73,0.0,6553600.0,10.0,7055928758.86,0.0,-1.0,22.36,0.0,2397103.43,0.198,6.86,32117.0,81.41,2278091922.29,18.8,9352136996.57,19.28,5.54,10.72,0.0,0.0,71.68,-1.0,34.04,0.0
1648821060,50.0,0.0,12.56,298.0,0.0,9477912576.0,0.0,0.0,229.25,3.79,0.0,63.72,0.0,125032.0,0.0,9480896512.0,6961.0,12928.0,0.89,4.0,835.0,3.62,0.84,0.01,0.0,35.82,0.0,426.9,7.34,867.12,0.0,6553600.0,10.0,9365835776.0,0.0,5850.0,21.67,0.0,2984239.0,0.197,4.13,32117.0,117.08,2699511040.0,18.21,12081198080.0,18.75,3.62,12.56,0.0,0.0,89.02,25152.0,25.98,0.0
1648804680,0.0,0.0,0.0,0.0,0.0,4303226197.33,0.0,0.0,258.8,0.65,0.0,147.0,0.0,0.0,0.0,4304858453.33,7010.0,12736.0,1.17,0.68,806.0,4.7,0.0,0.01,0.0,20.99,0.0,419.58,0.0,1030.75,0.0,6553600.0,10.0,4175702016.0,0.0,-1.0,21.83,0.0,1632196.0,0.194,0.99,32117.0,92.38,1516552021.33,18.31,5713389226.67,1.84,4.42,0.0,0.0,0.0,109.31,-1.0,10.96,0.0
1648788300,0.2,0.0,0.0,0.0,0.0,4329502037.33,0.0,0.0,257.8,0.63,0.0,132.13,0.0,0.0,5.5,4331133952.0,6730.0,12800.0,1.17,0.66,762.0,3.95,0.18,0.01,0.0,20.97,0.0,412.68,0.0,950.02,0.55,6553600.0,10.0,4169174698.67,0.0,-1.0,20.95,0.0,1631688.17,0.195,0.86,32117.0,84.8,1523079168.0,17.47,5713389226.67,1.42,3.02,0.55,0.0,0.0,101.4,-1.0,8.39,0.0
1648771920,4.95,0.0,0.0,0.0,0.0,4421456213.33,0.0,0.0,264.87,1.68,0.0,49.1,0.0,0.0,41.5,4423084714.67,6820.0,12608.0,1.17,5.58,744.0,6.38,0.6,0.01,0.0,21.27,0.0,347.38,0.28,415.53,3.71,6553600.0,10.0,4148369749.33,0.0,-1.0,21.23,0.0,1628725.17,0.192,5.28,32117.0,39.91,1543884117.33,17.72,5713389226.67,0.08,2.75,3.71,0.0,0.0,54.57,-1.0,9.22,0.02
1648755540,49.6,0.0,10.48,402.5,0.0,4436480000.0,0.0,0.0,260.83,6.72,0.0,46.12,0.0,124064.0,0.0,4438108160.0,7144.0,12832.0,1.17,11.63,730.0,5.78,0.62,0.01,0.0,21.41,0.0,352.98,8.23,413.66,0.0,6553600.0,14.0,4145511424.0,0.0,-1.0,22.24,0.0,1628185.33,0.196,12.71,32117.0,39.2,1546742442.67,18.52,5713389226.67,20.26,2.02,10.48,0.0,0.0,54.09,-1.0,28.06,0.02
1648812900,50.1,0.0,12.5,297.0,0.0,4294149802.67,0.0,0.0,293.13,3.51,0.0,154.7,0.0,124906.0,0.0,4295782400.0,7037.0,12832.0,1.17,4.47,822.0,4.19,0.85,0.01,0.0,21.08,0.0,482.33,7.27,1097.93,0.0,6553600.0,10.0,4178491733.33,0.0,-1.0,21.91,0.0,1632373.67,0.196,4.19,32117.0,100.08,1513762474.67,18.41,5713389226.67,16.24,3.71,12.5,0.0,0.0,117.3,-1.0,24.13,0.02
1648796520,0.5,0.0,0.0,0.0,0.0,7375524425.14,0.0,0.0,449.87,0.84,0.0,137.22,0.0,0.0,14.0,7377927606.86,6908.0,12800.0,1.01,0.97,788.0,8.36,0.18,0.01,0.0,29.31,0.0,7190.22,0.02,1688.17,0.96,6553600.0,10.0,7112314294.86,0.0,-1.0,21.51,0.0,2403662.86,0.195,1.1,32117.0,159.0,2221707264.0,17.98,9352136996.57,0.08,3.3,0.96,0.0,0.0,168.92,-1.0,11.75,0.0
1648780140,0.0,0.0,0.0,0.0,0.0,4348408490.67,0.0,0.0,234.98,0.76,0.0,83.25,0.0,0.0,0.0,4350038698.67,6845.0,12800.0,1.17,0.68,761.0,3.43,0.0,0.01,0.0,21.0,0.0,357.85,0.0,660.46,0.0,6553600.0,11.0,4164715520.0,0.0,-1.0,21.31,0.0,1630280.5,0.195,0.91,32117.0,61.08,1527538688.0,17.71,5713389226.67,0.4,2.79,0.0,0.0,0.0,76.63,-1.0,6.63,2.66
1648763760,49.65,0.0,11.2,372.5,0.0,4428513621.33,0.0,0.0,228.17,21.62,0.0,49.25,0.0,124206.0,0.0,4430141781.33,7092.0,12736.0,1.17,18.19,738.0,6.47,0.67,0.01,0.0,21.03,0.0,333.56,8.16,436.25,0.0,6553600.0,10.0,4145217194.67,0.0,5951.0,22.08,0.0,1628375.67,0.194,15.31,32117.0,77.91,1547036842.67,18.53,5713389226.67,20.27,3.87,11.2,0.0,0.0,106.44,25026.0,30.61,0.0
1648747380,49.35,0.0,10.85,380.0,0.0,7582157677.71,0.0,0.0,328.45,5.96,0.0,47.9,0.0,124160.0,0.0,7584554422.86,6998.0,12864.0,1.01,7.14,738.0,7.31,0.65,0.01,0.0,28.36,0.0,456.17,8.06,644.97,0.0,6553600.0,10.0,7055987858.29,0.0,-1.0,21.79,0.0,2397097.71,0.196,6.81,32117.0,88.28,2278033554.29,18.22,9352136996.57,19.64,5.53,10.85,0.0,0.0,73.17,-1.0,32.47,0.05
1648821120,49.95,0.0,12.11,301.0,0.0,9458717696.0,0.0,0.0,225.0,3.6,0.0,59.31,0.0,124396.0,0.0,9461701632.0,6960.0,12896.0,0.89,3.91,835.0,3.68,0.83,0.01,0.0,35.83,0.0,428.64,7.14,853.59,0.0,6553600.0,11.0,9370633216.0,0.0,-1.0,21.67,0.0,2983783.5,0.197,4.09,32117.0,116.94,2694713088.0,18.2,12081198080.0,16.25,3.84,12.11,0.0,0.0,88.27,-1.0,23.77,0.0
1648804740,0.0,0.0,0.0,0.0,0.0,4292728149.33,0.0,0.0,267.66,1.13,0.0,147.42,0.0,0.0,0.0,4294360746.67,7010.0,12800.0,1.17,0.81,806.0,3.6,0.0,0.01,0.0,21.0,0.0,429.36,0.0,1053.61,0.0,6553600.0,10.0,4178330282.67,0.0,-1.0,21.83,0.0,1632184.67,0.195,1.01,32117.0,95.8,1513923584.0,18.3,5713389226.67,10.98,2.89,0.0,0.0,0.0,112.67,-1.0,17.47,0.0
1648788360,0.0,0.0,0.0,0.0,0.0,4329510912.0,0.0,0.0,261.0,0.76,0.0,129.51,0.0,0.0,0.0,4331142826.67,6733.0,12800.0,1.17,0.72,762.0,4.28,0.0,0.01,0.0,20.98,0.0,418.18,0.0,937.84,0.0,6553600.0,11.0,4169176405.33,0.0,5612.0,20.96,0.0,1631679.83,0.195,0.88,32117.0,86.15,1523077461.33,17.48,5713389226.67,1.97,3.36,0.0,0.0,0.0,102.95,25387.0,9.61,0.0
1648771980,3.65,0.0,0.0,0.0,0.0,4421298858.67,0.0,0.0,253.34,0.69,0.0,51.19,0.0,0.0,32.0,4422927701.33,6823.0,12736.0,1.17,4.58,745.0,6.16,0.57,0.01,0.0,21.34,0.0,351.32,0.19,444.95,3.23,6553600.0,10.0,4148820309.33,0.0,-1.0,21.24,0.0,1628737.67,0.194,4.95,32117.0,42.59,1543433728.0,17.73,5713389226.67,0.63,2.5,3.23,0.0,0.0,57.79,-1.0,9.29,0.0
1648755600,49.95,0.0,11.84,344.0,0.0,4436344490.67,0.0,0.0,215.48,5.04,0.0,50.5,0.0,124548.0,4.0,4437972650.67,7090.0,12736.0,1.17,10.26,730.0,6.09,0.72,0.01,0.0,21.48,0.0,300.35,7.97,424.85,1.81,6553600.0,15.0,4145965397.33,0.0,-1.0,22.08,0.0,1628189.0,0.194,12.17,32117.0,39.9,1546288810.67,18.35,5713389226.67,20.23,3.67,11.72,0.0,0.0,54.51,-1.0,29.97,0.0
1648812960,49.85,0.0,12.43,294.5,0.0,4282444117.33,0.0,0.0,253.93,4.52,0.0,153.51,0.0,123510.0,0.0,4284076714.67,7040.0,12800.0,1.17,4.6,822.0,3.6,0.85,0.01,0.0,21.09,0.0,404.84,7.17,1072.69,0.0,6553600.0,11.0,4181423104.0,0.0,5917.0,21.92,0.0,1632388.0,0.195,4.25,32117.0,98.93,1510830933.33,18.42,5713389226.67,20.25,3.75,12.43,0.0,0.0,115.39,25077.0,27.61,0.0
1648796580,0.0,0.0,0.0,0.0,0.0,7375264621.71,0.0,0.0,371.05,1.21,0.0,134.18,0.0,0.0,0.0,7377667803.43,12038.0,12800.0,1.01,1.09,788.0,9.84,0.0,0.01,0.0,29.31,0.0,4403.39,0.0,1354.97,0.0,6553600.0,10.0,7112382171.43,0.0,-1.0,37.48,0.0,2403673.14,0.195,1.14,32117.0,128.44,2221638509.71,33.93,9352136996.57,1.06,3.61,0.0,0.0,0.0,140.72,-1.0,14.5,0.0
1648780200,0.0,0.0,0.0,0.0,0.0,4347808085.33,0.0,0.0,227.62,0.66,0.0,85.95,0.0,0.0,0.5,4349438293.33,6847.0,12864.0,1.17,0.68,761.0,3.58,0.0,0.01,0.0,21.01,0.0,336.63,0.0,667.12,0.0,6553600.0,10.0,4164865706.67,0.0,-1.0,21.32,0.0,1630290.17,0.196,0.89,32117.0,59.65,1527388330.67,17.72,5713389226.67,2.01,2.9,0.0,0.0,0.0,75.52,-1.0,8.49,3.0
1648763820,49.5,0.0,10.3,372.5,0.0,4428437845.33,0.0,0.0,220.36,10.95,0.0,50.54,0.0,123782.0,5.0,4430066346.67,7095.0,12768.0,1.17,15.75,738.0,5.83,0.65,0.01,0.0,21.09,0.0,310.32,7.53,427.64,3.1,6553600.0,10.0,4145579690.67,0.0,-1.0,22.09,0.0,1628376.33,0.195,14.65,32117.0,40.38,1546674005.33,18.53,5713389226.67,19.87,2.17,10.2,0.0,0.0,55.45,-1.0,27.86,0.0
1648747440,49.95,0.0,10.99,389.0,0.0,7582041819.43,0.0,0.0,220.25,5.51,0.0,49.9,0.0,123856.0,0.0,7584439149.71,7013.0,12800.0,1.01,6.78,738.0,7.38,0.64,0.01,0.0,28.36,0.0,364.93,8.36,617.1,0.0,6553600.0,10.0,7056015360.0,0.0,-1.0,21.84,0.0,2397102.0,0.195,6.7,32117.0,77.97,2278005906.29,18.26,9352136996.57,20.08,5.68,10.99,0.0,0.0,68.58,-1.0,33.14,0.0
1648821180,49.75,0.0,12.75,294.0,0.0,9433245696.0,0.0,0.0,230.57,3.8,0.0,59.15,0.0,124160.0,12.0,9436229632.0,6970.0,12960.0,0.89,3.92,835.0,3.38,0.81,0.01,0.0,35.85,0.0,443.07,7.37,840.82,1.27,6553600.0,11.0,9376999424.0,0.0,-1.0,21.7,0.0,2983756.5,0.198,4.08,32117.0,116.34,2688347904.0,18.23,12081198080.0,15.52,3.74,12.3,0.0,0.0,87.67,-1.0,22.64,0.02
1648804800,0.0,0.0,0.0,0.0,0.0,4286359893.33,0.0,0.0,260.9,1.13,0.0,138.65,0.0,0.0,0.0,4287992490.67,7009.0,12704.0,1.17,0.86,806.0,3.34,0.0,0.01,0.0,21.0,0.0,427.22,0.0,1012.52,0.0,6553600.0,10.0,4179886421.33,0.0,-1.0,21.82,0.0,1632193.0,0.194,1.01,32117.0,91.85,1512367445.33,18.3,5713389226.67,11.17,2.83,0.0,0.0,0.0,108.84,-1.0,17.34,0.02
1648788420,0.0,0.0,0.0,0.0,0.0,4329669290.67,0.0,0.0,296.45,0.99,0.0,137.42,0.0,0.0,0.0,4331301205.33,6727.0,12864.0,1.17,0.79,762.0,4.64,0.0,0.01,0.0,20.98,0.0,458.07,0.0,984.75,0.0,6553600.0,11.0,4169140565.33,0.0,-1.0,20.95,0.0,1631683.67,0.196,0.89,32117.0,89.79,1523113130.67,17.46,5713389226.67,1.06,4.41,0.0,0.0,0.0,106.69,-1.0,10.11,0.0
1648772040,0.0,0.0,0.0,0.0,0.0,4421436416.0,0.0,0.0,266.9,0.3,0.0,47.9,0.0,0.0,0.0,4423065258.67,6823.0,12736.0,1.17,3.76,745.0,5.96,0.0,0.01,0.0,21.41,0.0,353.4,0.0,417.5,0.0,6553600.0,10.0,4149200554.67,0.0,-1.0,21.24,0.0,1628730.33,0.194,4.64,32117.0,40.16,1543053312.0,17.73,5713389226.67,1.99,2.65,0.0,0.0,0.0,54.85,-1.0,10.6,0.02
1648755660,-1.0,-1.0,-1.0,-1.0,-1.0,4436198741.33,-1.0,-1.0,-1.0,11.51,-1.0,-1.0,-1.0,-1.0,-1.0,4437826901.33,7050.0,12704.0,1.17,10.94,-1.0,-1.0,-1.0,0.01,-1.0,21.49,-1.0,-1.0,-1.0,-1.0,-1.0,6553600.0,-1.0,4146040490.67,-1.0,5854.0,21.95,-1.0,1628185.83,0.194,12.27,32117.0,-1.0,1546213376.0,18.23,5713389226.67,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,25067.0,-1.0,-1.0
1648813020,50.1,0.0,12.68,299.5,0.0,4266385408.0,0.0,0.0,280.2,4.49,0.0,152.2,0.0,124804.0,0.0,4268018005.33,7049.0,12736.0,1.17,4.57,822.0,3.96,0.83,0.01,0.0,21.11,0.0,479.17,7.44,1105.93,0.0,6553600.0,11.0,4185443328.0,0.0,-1.0,21.95,0.0,1632384.67,0.194,4.27,32117.0,100.22,1506810709.33,18.45,5713389226.67,16.05,4.2,12.68,0.0,0.0,117.5,-1.0,24.21,0.0
1648796640,0.0,0.0,0.0,0.0,0.0,7374215460.57,0.0,0.0,463.27,2.85,0.0,123.42,0.0,0.0,0.0,7376618642.29,10336.0,12800.0,1.01,1.47,788.0,8.13,0.0,0.01,0.0,29.31,0.0,8069.12,0.0,960.17,0.0,6553600.0,11.0,7112647241.14,0.0,-1.0,32.18,0.0,2403687.14,0.195,1.26,32117.0,92.19,2221373878.86,28.63,9352136996.57,0.04,3.49,0.0,0.0,0.0,107.07,-1.0,11.66,0.02
1648780260,0.55,0.0,0.0,0.0,0.0,4347837781.33,0.0,0.0,229.36,1.74,0.0,59.85,0.0,0.0,11.0,4349467989.33,6842.0,12736.0,1.17,1.01,761.0,3.45,0.25,0.01,0.0,21.01,0.0,330.92,0.01,522.75,0.95,6553600.0,10.0,4164866730.67,0.0,5689.0,21.3,0.0,1630284.17,0.194,1.0,32117.0,50.23,1527387306.67,17.71,5713389226.67,0.02,2.75,0.95,0.0,0.0,65.4,25273.0,6.21,3.16
1648763880,49.7,0.0,11.95,348.5,0.0,4428390741.33,0.0,0.0,217.22,6.81,0.0,48.77,0.0,124246.0,0.0,4430018901.33,7087.0,12800.0,1.17,13.67,738.0,7.22,0.71,0.01,0.0,21.15,0.0,303.35,8.16,415.92,0.0,6553600.0,10.0,4145965056.0,0.0,-1.0,22.07,0.0,1628378.17,0.195,14.0,32117.0,39.68,1546288810.67,18.51,5713389226.67,19.23,4.08,11.95,0.0,0.0,54.43,-1.0,30.53,0.02
1648747500,49.5,0.0,11.3,360.5,0.0,7581949366.86,0.0,0.0,281.28,5.42,0.0,46.97,0.0,124324.0,0.0,7584346112.0,7057.0,12896.0,1.01,6.52,738.0,16.56,0.69,0.01,0.0,28.36,0.0,441.92,7.95,604.3,0.0,6553600.0,10.0,7056039350.86,0.0,-1.0,21.97,0.0,2397105.71,0.197,6.62,32117.0,80.93,2277981915.43,18.4,9352136996.57,17.17,5.84,11.3,0.0,0.0,70.92,-1.0,39.57,0.03
1648821240,49.85,0.0,12.1,293.0,0.0,9431675904.0,0.0,0.0,227.59,5.02,0.0,63.8,0.0,124040.0,0.0,9434659840.0,6977.0,12928.0,0.89,4.3,835.0,4.11,0.85,0.01,0.0,35.86,0.0,406.76,6.95,858.41,0.0,6553600.0,10.0,9377398784.0,0.0,-1.0,21.72,0.0,2983751.5,0.197,4.2,32117.0,118.82,2687947776.0,18.26,12081198080.0,20.92,3.84,12.1,0.0,0.0,89.52,-1.0,28.87,0.0
1648804860,0.0,0.0,0.0,0.0,0.0,4285867690.67,0.0,0.0,267.8,2.23,0.0,143.38,0.0,0.0,0.0,4287499946.67,7022.0,12672.0,1.17,1.09,806.0,4.0,0.0,0.01,0.0,21.0,0.0,447.13,0.0,1013.97,0.0,6553600.0,11.0,4180014762.67,0.0,5890.0,21.86,0.0,1632197.83,0.193,1.08,32117.0,91.91,1512239274.67,18.34,5713389226.67,0.11,3.3,0.0,0.0,0.0,108.9,25097.0,7.41,0.03
1648788480,0.6,0.0,0.0,0.0,0.0,4329479509.33,0.0,0.0,250.9,1.64,0.0,124.92,0.0,0.0,13.5,4331111424.0,6732.0,12800.0,1.17,1.01,762.0,3.94,0.22,0.01,0.0,20.98,0.0,410.75,0.04,909.59,1.76,6553600.0,10.0,4169192106.67,0.0,-1.0,20.96,0.0,1631687.0,0.195,0.96,32117.0,82.71,1523061930.67,17.48,5713389226.67,0.04,2.9,1.76,0.0,0.0,99.45,-1.0,6.87,0.02
1648772100,0.0,0.0,0.0,0.0,0.0,4421295104.0,0.0,0.0,230.35,0.78,0.0,47.08,0.0,0.0,0.0,4422923605.33,6823.0,12736.0,1.17,3.27,745.0,5.87,0.0,0.01,0.0,21.48,0.0,319.8,0.0,422.22,0.0,6553600.0,10.0,4149668522.67,0.0,-1.0,21.24,0.0,1628738.17,0.194,4.42,32117.0,38.58,1542585344.0,17.73,5713389226.67,0.36,2.62,0.0,0.0,0.0,53.53,-1.0,8.85,0.0
1648755720,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1648813080,49.75,0.0,12.53,299.5,0.0,4266017109.33,0.0,0.0,262.14,4.23,0.0,146.61,0.0,124024.0,7.0,4267649706.67,7056.0,12832.0,1.17,4.5,822.0,3.35,0.81,0.01,0.0,21.11,0.0,426.12,7.36,1047.19,0.61,6553600.0,10.0,4185540266.67,0.0,-1.0,21.97,0.0,1632392.67,0.196,4.26,32117.0,94.58,1506713600.0,18.47,5713389226.67,17.24,3.82,12.26,0.0,0.0,111.38,-1.0,24.41,0.02
